"catchID","date","q0","maize.q1","maize.q2","maize.owner.consent","maize.owner.agree.age","maize.owner.agree.gender","maize.owner.agree.educ","maize.owner.agree.ownership","maize.owner.agree.knw","maize.owner.agree.q3","maize.owner.agree.q4","maize.owner.agree.q5","maize.owner.agree.q6","maize.owner.agree.q7","maize.owner.agree.q8","maize.owner.agree.q9.a","maize.owner.agree.q9.b","maize.owner.agree.q9.d","maize.owner.agree.q9.e","maize.owner.agree.q9.96","maize.owner.agree.q10","maize.owner.agree.q11","maize.owner.agree.train_ISSD","maize.owner.agree.q12","maize.owner.agree.nr_var","maize.owner.agree.q19","maize.owner.agree.q20","maize.owner.agree.long10h.q21","maize.owner.agree.long10h.q22","maize.owner.agree.long10h.q23","maize.owner.agree.long10h.q24","maize.owner.agree.long10h.carry","maize.owner.agree.long10h.q25","maize.owner.agree.long10h.q26","maize.owner.agree.long10h.sold","maize.owner.agree.long10h.q27","maize.owner.agree.long10h.q29","maize.owner.agree.long10h.q30","maize.owner.agree.long10h.q31","maize.owner.agree.q32","maize.owner.agree.longe7h.q33","maize.owner.agree.longe7h.q34","maize.owner.agree.longe7h.q35","maize.owner.agree.longe7h.q36","maize.owner.agree.longe7h.carry2","maize.owner.agree.longe7h.q37","maize.owner.agree.longe7h.q38","maize.owner.agree.longe7h.sold2","maize.owner.agree.longe7h.q39","maize.owner.agree.longe7h.q41","maize.owner.agree.longe7h.q42","maize.owner.agree.longe7h.q43","maize.owner.agree.q44","maize.owner.agree.q45","maize.owner.agree.longe5.q46","maize.owner.agree.longe5.q47","maize.owner.agree.longe5.q48","maize.owner.agree.longe5.q49","maize.owner.agree.longe5.carry3","maize.owner.agree.longe5.q50","maize.owner.agree.longe5.q51","maize.owner.agree.longe5.sold3","maize.owner.agree.longe5.q52","maize.owner.agree.longe5.q54","maize.owner.agree.longe5.q55","maize.owner.agree.longe5.q56","maize.owner.agree.q57","maize.owner.agree.longe4.q58","maize.owner.agree.longe4.q59","maize.owner.agree.longe4.q60","maize.owner.agree.longe4.q61","maize.owner.agree.longe4.carry4","maize.owner.agree.longe4.q62","maize.owner.agree.longe4.q63","maize.owner.agree.longe4.sold4","maize.owner.agree.longe4.q64","maize.owner.agree.longe4.q66","maize.owner.agree.longe4.q67","maize.owner.agree.longe4.q68","maize.owner.agree.temp.q69","maize.owner.agree.temp.q71","maize.owner.agree.temp.q72","maize.owner.agree.temp.q73","maize.owner.agree.temp.q74","maize.owner.agree.temp.q75","maize.owner.agree.temp.q76","maize.owner.agree.temp.q77","maize.owner.agree.temp.q78","maize.owner.agree.temp.q79","maize.owner.agree.temp.q80","maize.owner.agree.temp.q81","maize.owner.agree.temp.q82","maize.owner.agree.q83.a","maize.owner.agree.q83.b","maize.owner.agree.q83.c","maize.owner.agree.q83.d","maize.owner.agree.q83.e","maize.owner.agree.q83.f","maize.owner.agree.q83.g","maize.owner.agree.q83.96","maize.owner.agree.q84","maize.owner.agree.other_q84","maize.owner.agree.q85","maize.owner.agree.q86","maize.owner.agree.q87","maize.owner.agree.q88","maize.owner.agree.q89","maize.owner.agree.q90","maize.owner.agree.q91","maize.owner.agree.q92","maize.owner.agree.q93","maize.owner.agree.q94","maize.owner.agree.q95","maize.owner.agree.q96","maize.owner.agree.q96b","maize.owner.agree.q97.a","maize.owner.agree.q97.b","maize.owner.agree.q97.c","maize.owner.agree.q97.d","maize.owner.agree.q97.96","maize.owner.agree.q98","maize.owner.agree.q99","maize.owner.agree.q100","maize.owner.agree.q101","maize.owner.agree.q102","maize.owner.agree.q103","maize.owner.agree.skill.q104","maize.owner.agree.skill.q105","maize.owner.agree.skill.q106","maize.owner.agree.skill.q107","maize.owner.agree.skill.q108","maize.owner.agree.skill.q109","maize.owner.agree.skill.q110","maize.owner.agree.skill.q111","maize.owner.agree.skill.q112","maize.owner.agree.skill.q113","maize.owner.agree.inspection.q114","maize.owner.agree.inspection.q115","maize.owner.agree.inspection.q116","maize.owner.agree.inspection.q117","maize.owner.agree.inspection.q118","maize.owner.agree.inspection.q119","maize.owner.agree.inspection.q120","maize.owner.agree.inspection.q121","maize.owner.agree.inspection.q122","maize.owner.agree.q70","maize.owner.agree._gps_altitude","maize.owner.agree._gps_precision","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","shop_ID","treat","training","clearing","farmer","distID"
3,"2020-09-26","Yes","Yes","n/a","Yes",40,"Male","d","Yes","No",0,0.2,"Yes",20,15,"2014-01-01","False","True","True","True","False","Yes","No","n/a","Yes",5,3,"Yes","0.0","400","b","5000","400","396","6000","4","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","500","b","2500","500","450","3000","50","0.0","No","n/a","n/a","Yes","0.0","500","b","2500","500","500","3000","0","n/a","Yes","4","999","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","Yes",4,"True","False","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","c","n/a","n/a",2,"20","7","No","n/a","True","False","False","False","False","c",5,4,4,5,5,"c","a","b","b","c","c","a","88","88","88","No","Yes","Yes",1,"No","No","No","No","No",26.8,1174.89299037615,10,13.2,"n/a","2020-08-12","Yes","No","No","No","10H","n/a",1,50,"AD_264",4,FALSE,TRUE,"TRUE",5
3,"2020-09-25","Yes","Yes","n/a","Yes",27,"Female","f","No","Yes",0,0.2,"Yes",10,5,"2020-01-01","False","True","True","True","False","Yes","Yes","Yes","Yes",3,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","300","a","2500","300","280","3000","20","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"Yes","Yes",4,"False","False","False","False","True","False","False","False","d","n/a","b","b",2,"Yes","2","c","n/a","n/a",2,"5","2","No","n/a","True","True","False","False","False","b",3,1,5,3,5,"a","a","c","b","b","a","b","a","88","88","Yes","Yes","Yes",1,"No","No","No","No","No",24.1,1120.93957272414,10,12.5,"n/a","n/a","Yes","No","No","No","long5","n/a",4,NA,"AD_137",4,FALSE,TRUE,"TRUE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",38,"Female","d","No","No",0,0.2,"Yes",20,5,"2018-01-01","False","True","True","True","False","Yes","No","n/a","Yes",2,2,"Yes","0.0","100","a","5000","100","100","5500","0","n/a","Yes","3","40","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","e","2500","100","80","3000","20","10.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"Yes","No",3,"False","False","False","False","True","False","False","False","c","n/a","c","c",1,"Yes","1","b","Yes","Yes",2,"10","5","Yes","f","True","True","False","False","False","a",3,4,4,3,5,"a","88","c","c","c","b","a","a","88","c","Yes","Yes","Yes",42,"Yes","Yes","No","No","No",28.1,1133.42201324357,10,14.9,"n/a","2020-07-14","Yes","No","Yes","No","long5","n/a",12,79,"AD_249",4,FALSE,TRUE,"FALSE",5
3,"2020-09-25","Yes","Yes","n/a","Yes",22,"Male","g","No","Yes",0,0.2,"No",100,80,"2014-01-01","True","True","True","True","False","Yes","Yes","Yes","Yes",8,5,"Yes","50.0","1500","a","5000","1550","1548","6000","2","0.0","Yes","3","7","Yes","0.0","500","a","5000","500","470","6000","30","0.0","No","n/a","n/a",3,"Yes","100.0","1000","a","2200","1100","180","3000","920","0.0","No","n/a","n/a","Yes","0.0","1000","a","2200","1000","990","3000","10","0.0","No","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"Yes","Yes",5,"False","True","False","False","False","False","False","False","d","n/a","c","c",3,"Yes","1","b","No","Yes",2,"10","2","Yes","e","True","True","False","False","False","b",5,3,4,5,5,"b","a","c","b","c","c","a","b","a","c","Yes","Yes","Yes",5,"No","No","No","No","No",22.8,1126.63923362225,10,12.6,"n/a","2020-02-15","Yes","No","Yes","No","10H","n/a",1,228.958333333333,"AD_47",4,FALSE,TRUE,"TRUE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",22,"Male","e","Yes","No",0,0.5,"Yes",20,3,"2020-01-01","False","True","True","True","False","No","n/a","n/a","Yes",4,3,"Yes","0.0","150","b","5000","150","134","11000","16","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","b","2300","100","99","3000","1","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","Yes",5,"True","False","False","False","False","False","False","False","a","n/a","c","c",3,"Yes","1","a","Yes","Yes",1,"n/a","n/a","Yes","e","True","True","False","False","False","b",5,5,5,5,3,"a","a","c","b","c","a","88","88","88","a","98","98","No",0,"No","No","No","No","No",23.8,1118.97657593343,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_57",4,FALSE,TRUE,"TRUE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",27,"Female","f","Yes","No",0,0,"Yes",10,5,"2020-01-01","False","True","True","True","False","Yes","Yes","Yes","Yes",4,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","0.0","50","a","5000","50","50","7000","0","n/a","No","n/a","n/a",2,"Yes","0.0","30","a","2500","30","30","5000","0","n/a","Yes","4","999","Yes","50.0","2000","a","2000","2050","40","3500","2010","0.0","No","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",3,"True","False","False","False","False","False","False","False","c","n/a","c","b",3,"No","1","b","No","Yes",1,"n/a","n/a","No","n/a","True","False","False","False","False","a",3,4,4,2,3,"a","a","c","c","c","b","b","a","a","a","No","Yes","Yes",1,"No","No","No","No","No",26,1044.74961462487,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_148",4,FALSE,TRUE,"TRUE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",26,"Female","d","No","No",0,0.1,"Yes",100,40,"2005-01-01","False","True","True","True","False","Yes","Yes","98","Yes",2,2,"Yes","100.0","500","b","999","600","550","6000","50","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","1000","b","999","1000","750","3000","250","0.0","Yes","3","30","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","Yes","Yes","Yes","Yes","Cement",2,4,"No","Yes",5,"False","True","False","False","True","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","True","False","False","False","c",4,5,4,5,4,"b","a","88","b","c","b","a","a","a","b","Yes","Yes","Yes",3,"No","No","No","No","No",27.1,1113.36031582282,10,12.3,"n/a","2020-08-15","Yes","No","No","No","10H","n/a",1,47,"AD_128",4,FALSE,TRUE,"TRUE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",55,"Male","d","Yes","No",0,0.2,"Yes",100,20,"2016-01-01","False","True","True","True","False","Yes","Yes","No","Yes",2,2,"Yes","0.0","500","a","4900","500","500","6000","0","n/a","Yes","2","21","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","40.0","1000","a","2300","1040","990","3500","50","40.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","No","No","Yes","Yes","Yes","Cement",2,3,"No","No",2,"False","False","False","False","True","False","False","False","a","n/a","b","c",1,"No","2","a","No","Yes",1,"n/a","n/a","Yes","f","True","False","False","False","False","a",4,4,5,3,5,"b","a","c","c","c","b","b","b","88","c","Yes","Yes","Yes",1,"Yes","Yes","No","No","No",24,1126.91848438419,10,13.2,"n/a","2020-09-15","Yes","No","No","No","long5","n/a",2,16,"AD_329",4,FALSE,TRUE,"FALSE",3
3,"2020-09-26","Yes","Yes","n/a","Yes",24,"Female","f","Yes","No",0,0,"Yes",100,40,"2017-01-01","False","True","True","True","False","Yes","No","n/a","Yes",3,2,"Yes","0.0","350","b","5000","350","350","6000","0","n/a","Yes","1","5","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","1000","b","2500","1000","1000","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","Yes","Yes","Yes","Yes","Cement",1,4,"No","No",4,"False","False","False","False","True","False","False","False","c","n/a","b","c",2,"Yes","1","c","n/a","n/a",2,"5","2","Yes","e","True","True","False","False","False","a",4,5,4,4,5,"a","c","88","b","c","a","a","a","c","a","No","Yes","Yes",3,"Yes","Yes","Yes","No","No",27.6,1167.71256022989,10,12.5,"n/a","2020-08-15","Yes","No","No","No","96","Bazooka",1,47,"AD_100",4,FALSE,TRUE,"TRUE",5
3,"2020-09-25","Yes","Yes","n/a","Yes",24,"Male","d","Yes","No",0,0.1,"No",15,10,"2019-01-01","False","True","True","True","True","Yes","Yes","No","Yes",5,1,"Yes","0.0","250","a","5000","250","210","6000","40","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,"Yes","0.0","300","b","2500","300","255","3000","45","0.0","No","n/a","n/a","Yes","0.0","100","b","2500","100","100","3000","0","n/a","Yes","6","4","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",1,4,"Yes","Yes",3,"False","False","False","False","False","False","False","True","d","n/a","c","c",3,"Yes","1","b","No","No",2,"8","3","Yes","f","True","True","False","False","False","b",3,3,3,5,5,"a","a","c","b","a","c","b","b","a","b","Yes","No","Yes",1,"No","No","No","No","No",24.8,1122.38275751602,10,12.1,"n/a","2020-09-01","Yes","No","No","No","10H","n/a",1,30,"AD_94",4,FALSE,TRUE,"FALSE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",47,"Female","d","No","No",0,0.4,"Yes",50,40,"2015-01-01","False","True","True","True","False","No","n/a","n/a","Yes",4,3,"Yes","20.0","300","b","5000","320","270","6000","50","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","400","b","2500","400","340","3000","60","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","Yes","Yes","Yes","Yes","Yes","Cement",2,4,"Yes","Yes",4,"False","False","False","False","True","False","False","False","e","Friends advice","c","c",3,"Yes","1","b","No","Yes",2,"3","0","Yes","f","True","True","False","False","False","b",4,2,2,3,5,"a","a","88","b","c","c","b","a","a","c","Yes","Yes","Yes",1,"No","No","No","No","No",26.3,1143.11740633044,10,13.1,"n/a","2020-08-17","Yes","No","No","No","10H","n/a",1,45,"AD_296",4,FALSE,TRUE,"TRUE",5
3,"2020-09-25","Yes","Yes","n/a","Yes",37,"Female","d","Yes","No",0,0.2,"No",20,15,"2013-01-01","False","True","True","True","True","Yes","Yes","No","Yes",0,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",1,5,"No","No",1,"True","False","False","False","False","False","False","False","d","n/a","b","c",3,"No","other","a","No","No",2,"0","0","No","n/a","True","False","False","False","False","a",2,3,3,1,3,"c","a","b","b","b","a","a","a","a","b","No","No","Yes",2,"Yes","Yes","No","No","No",26.5,1137.22956204442,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_246",4,FALSE,TRUE,"FALSE",5
3,"2020-09-26","Yes","Yes","n/a","Yes",25,"Male","d","Yes","No",0,2,"Yes",20,20,"2019-01-01","False","True","True","True","False","Yes","Yes","No","Yes",5,4,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","1000","b","2400","1000","900","2600","100","0.0","Yes","2","14","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","No","Yes","No","Yes","Yes","Cement",3,4,"No","Yes",5,"False","True","False","False","False","False","False","False","c","n/a","c","c",3,"Yes","1","c","n/a","n/a",1,"n/a","n/a","Yes","c","True","False","False","False","False","c",5,5,4,3,5,"a","88","c","b","c","c","b","c","a","c","Yes","Yes","Yes",1,"Yes","Yes","No","No","No",25.1,1135.25497196177,10,14.7,"n/a","2020-09-08","Yes","No","No","No","long5","n/a",2,23,"AD_108",4,FALSE,TRUE,"FALSE",5
4,"2020-10-01","Yes","Yes","n/a","Yes",35,"Male","d","Yes","No",10,0,"Yes",15,5,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","15","a","2800","15","15","3000","0","n/a","Yes","3","2","Yes","0.0","10","a","2800","10","10","3000","0","n/a","Yes","3","5","No","Yes","No","No","Yes","No","Yes","Cement",2,5,"No","No",3,"True","False","False","False","False","False","False","False","a","n/a","b","b",1,"No","1","a","No","No",2,"3","0","Yes","f","True","False","False","False","False","a",4,4,3,2,4,"a","c","c","c","b","c","b","a","a","b","No","Yes","No",2,"Yes","No","No","No","No",24,1058.1527081118,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_227",1,TRUE,FALSE,"FALSE",8
4,"2020-10-01","Yes","Yes","n/a","Yes",24,"Female","d","No","No",23,0,"Yes",7,4,"2015-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","100","a","2800","100","93","3500","7","0.0","Yes","3","1","Yes","0.0","40","a","2800","40","33","3500","7","0.0","Yes","3","1","No","Yes","No","No","Yes","Yes","Yes","Cement",2,5,"No","Yes",3,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",2,"4","0","No","n/a","True","False","False","False","False","b",4,2,4,3,4,"b","a","c","b","a","c","b","a","a","b","98","Yes","No",2,"Yes","No","No","No","No",22,1072.18224534854,10,15.7,"n/a","2020-08-13","Yes","No","Yes","No","long5","n/a",15,49,"AD_101",1,TRUE,FALSE,"FALSE",8
5,"2020-09-28","Yes","Yes","n/a","Yes",38,"Male","b","Yes","Yes",14,0,"Yes",50,15,"2018-01-01","False","True","True","True","False","No","n/a","n/a","Yes",2,1,"Yes","0.0","20","a","5500","20","20","6000","0","n/a","Yes","3","30","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","100","a","2400","100","95","3000","5","0.0","Yes","2","7","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,3,"No","No",4,"True","False","False","False","False","False","False","False","a","n/a","a","b",1,"Yes","1","a","Yes","No",2,"30","10","No","n/a","True","False","False","False","False","a",4,3,5,4,5,"88","b","b","c","b","c","b","b","88","b","No","Yes","No",0,"No","No","No","No","No",24.7,1108.17459803501,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_250",4,FALSE,TRUE,"FALSE",5
5,"2020-09-28","Yes","Yes","n/a","Yes",31,"Male","e","Yes","No",20,0,"Yes",120,12,"2016-01-01","False","True","True","True","False","Yes","Yes","No","Yes",2,2,"Yes","0.0","100","a","5500","100","100","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","400","a","2500","400","400","3000","0","n/a","No","n/a","n/a","Yes","0.0","100","a","2500","100","100","3000","0","n/a","No","n/a","n/a","No","No","No","Yes","No","Yes","Yes","Cement",2,4,"No","No",5,"True","False","False","False","False","False","False","False","c","n/a","c","c",2,"Yes","1","c","n/a","n/a",1,"n/a","n/a","Yes","e","True","False","False","False","False","a",5,5,4,4,5,"b","b","c","b","a","b","a","b","a","c","No","Yes","Yes",1,"Yes","No","No","No","No",25.8,1089.74434158008,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_190",4,FALSE,TRUE,"FALSE",5
5,"2020-09-28","Yes","Yes","n/a","Yes",24,"Female","d","Yes","No",15,0.2,"Yes",8,2,"2019-01-01","False","False","True","True","False","Yes","Yes","No","No",1,0,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","30","a","2500","30","30","3000","0","n/a","Yes","3","2","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","No","No","No","Yes","Yes","Yes","Cement",2,3,"No","No",5,"True","False","False","False","False","False","False","False","a","n/a","b","b",1,"Yes","1","c","n/a","n/a",2,"5","3","No","n/a","True","False","False","False","False","a",2,4,4,2,4,"a","88","88","b","c","88","88","a","88","88","No","No","No",0,"No","No","No","No","No",31,1076.58768929012,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_102",4,FALSE,TRUE,"TRUE",5
5,"2020-09-28","Yes","Yes","n/a","Yes",27,"Male","d","Yes","No",10,0,"Yes",20,15,"2017-01-01","False","True","True","True","False","No","n/a","n/a","Yes",3,2,"Yes","0.0","200","a","5000","200","200","5500","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","600","a","2600","600","600","3000","0","n/a","Yes","4","999","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","No","Yes","No","Yes","Cement",1,4,"No","No",2,"True","False","False","False","False","False","False","False","d","n/a","c","c",3,"No","2","c","n/a","n/a",1,"n/a","n/a","Yes","e","True","False","False","False","False","a",4,5,3,3,5,"b","b","88","b","c","88","88","88","88","88","Yes","Yes","Yes",0,"No","No","No","No","No",26.8,1089.20088976707,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_142",4,FALSE,TRUE,"FALSE",5
6,"2020-10-02","Yes","Yes","n/a","Yes",24,"Male","d","Yes","No",0,0,"Yes",15,8,"2020-01-01","False","False","True","True","False","No","n/a","n/a","Yes",4,1,"Yes","0.0","15","a","5500","15","15","7000","0","n/a","Yes","3","14","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","a","3000","20","20","5000","0","n/a","Yes","3","14","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Cement",2,5,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","c","c",1,"Yes","1","c","n/a","n/a",2,"999","999","Yes","e","True","True","False","False","False","c",3,4,4,4,4,"b","88","c","c","c","c","c","88","88","88","Yes","Yes","No",4,"No","Yes","No","No","No",24.5,1204.87581153493,20,12.5,"n/a","2020-08-27","Yes","No","No","No","10H","n/a",1,35,"AD_103",1,TRUE,FALSE,"TRUE",12
6,"2020-10-02","Yes","Yes","n/a","Yes",46,"Female","c","Yes","Yes",0,0.25,"No",60,20,"2016-01-01","False","False","False","True","True","No","n/a","n/a","Yes",2,1,"Yes","0.0","50","a","5000","50","50","6000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","20","a","2500","20","20","3000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","No","Yes","No","Yes","Yes","Cement",2,4,"No","No",1,"True","False","False","False","False","False","False","False","c","n/a","a","a",1,"No","2","c","n/a","n/a",2,"10","2","No","n/a","True","False","False","False","False","a",4,3,4,4,3,"c","a","c","a","b","b","b","a","a","88","No","No","No",0,"No","No","No","No","No",27,1237.66529305391,10,12.3,"n/a","2020-08-31","Yes","No","No","No","10H","n/a",1,31,"AD_291",1,TRUE,FALSE,"FALSE",12
6,"2020-10-02","Yes","Yes","n/a","Yes",25,"Female","d","No","No",0,1,"Yes",20,10,"2019-01-01","False","True","True","True","False","Yes","Yes","No","Yes",4,3,"Yes","0.0","50","a","5500","50","0","6500","50","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,"Yes","0.0","25","a","3000","25","25","4000","0","n/a","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","No","Yes","Yes","Yes","Yes","No","Cement",2,96,"No","No",4,"True","False","False","False","False","False","False","False","c","n/a","b","b",1,"Yes","1","c","n/a","n/a",2,"10","3","Yes","e","True","False","False","False","False","a",3,5,3,4,5,"a","88","c","c","c","c","b","a","a","88","98","Yes","98",2,"Yes","Yes","No","No","No",26,1191.22415408368,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AD_112",1,TRUE,FALSE,"FALSE",12
6,"2020-10-02","Yes","Yes","n/a","Yes",49,"Female","d","Yes","Yes",0,0,"No",40,10,"2020-01-01","False","False","False","True","True","No","n/a","n/a","Yes",3,2,"Yes","0.0","50","a","5000","50","45","6000","5","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,"Yes","0.0","40","a","3000","40","38","4000","2","0.0","No","n/a","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No","Yes","Yes","Yes","Yes","No","Yes","Cement",2,5,"No","No",2,"True","False","False","False","False","False","False","False","c","n/a","a","b",2,"No","2","c","n/a","n/a",1,"n/a","n/a","No","n/a","True","True","False","False","False","a",4,4,4,2,3,"a","a","c","c","c","88","88","88","88","88","No","No","Yes",0,"No","No","No","No","No",27,1220.12315986552,10,12.3,"n/a","n/a","Yes","No","No","No","96","Bazooka",1,NA,"AD_306",1,TRUE,FALSE,"FALSE",12
